Player,year,length,avg_salary,cap,poc,Pos,Age,Tm,G,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,TS.,X3PAr,FTr,USG.,OWS,DWS,OBPM,DBPM
Jerami Grant,2018,3,9115333.333333334,101869000,0.08948093466445468,PF,23,OKC,81,3,5.6,0.535,0.4,1.4,0.291,2,3,0.675,1.1,2.9,3.9,0.7,0.4,1,0.7,8.4,0.607,0.241,0.526,16,3.5,1.9,0,0.3
Trevor Ariza,2018,1,15000000,101869000,0.1472479360747627,SF,32,HOU,67,4,9.7,0.412,2.5,6.9,0.368,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,11.7,0.567,0.71,0.137,14.4,2.6,2.8,0,0.7
Kentavious Caldwell-Pope,2018,1,12000000,101869000,0.11779834885981015,SG,24,LAL,74,4.6,10.8,0.426,2.1,5.6,0.383,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,13.4,0.561,0.52,0.243,16.9,2.6,2.7,-0.4,0.6
Anthony Tolliver,2018,1,5750000,101869000,0.056445042161992365,PF,32,DET,79,2.8,6,0.464,2,4.6,0.436,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,8.9,0.663,0.773,0.282,14.8,3.8,1.5,1.2,-0.3
Ed Davis,2018,1,4449000.000000001,101869000,0.04367373783977462,C,28,POR,78,2.2,3.7,0.582,0,0,0,0.9,1.4,0.667,2.3,5,7.4,0.5,0.4,0.7,0.8,5.3,0.607,0.003,0.38,12.1,2.5,2.5,-1.2,0.6
Dirk Nowitzki,2018,1,5000000,101869000,0.049082645358254226,C,39,DAL,77,4.5,9.8,0.456,1.8,4.4,0.409,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,12,0.575,0.445,0.142,20.5,2.6,2.2,1.7,0.6
Kyle O'Quinn,2018,1,4449000.000000001,101869000,0.04367373783977462,C,27,NYK,77,2.9,5,0.583,0.1,0.2,0.235,1.3,1.6,0.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,7.1,0.625,0.044,0.331,17,2.7,2.1,0.4,2.6
DeMarcus Cousins,2018,1,5337000,101869000,0.05239081565540056,C,27,NOP,48,8.5,18,0.47,2.2,6.1,0.354,6.1,8.2,0.746,2.2,10.7,12.9,5.4,1.6,1.6,5,25.2,0.583,0.34,0.456,31.9,1.5,3.2,2.5,2.2
Jusuf Nurkić,2018,4,12000000,101869000,0.11779834885981015,C,23,POR,79,6.1,12,0.505,0,0.1,0,2.2,3.5,0.63,2.4,6.6,9,1.8,0.8,1.4,2.3,14.3,0.528,0.007,0.287,26.4,0.8,3.9,-1.1,1.1
Fred VanVleet,2018,2,9000000,101869000,0.08834876164485761,PG,23,TOR,76,3.1,7.2,0.426,1.4,3.4,0.414,1.1,1.3,0.832,0.3,2.1,2.4,3.2,0.9,0.3,1,8.6,0.556,0.479,0.185,19.1,2.7,2,1.4,1
Wayne Ellington,2018,1,6270000,101869000,0.0615496372792508,SG,30,MIA,77,3.7,9.1,0.407,2.9,7.5,0.392,0.9,1,0.859,0.3,2.5,2.8,1,0.7,0.1,0.7,11.2,0.588,0.827,0.111,17.3,2.6,1.9,1,-0.6
Alex Len,2018,2,4255000,101869000,0.041769331199874346,C,24,PHO,69,3.1,5.5,0.566,0,0,0.333,2.3,3.3,0.684,2.5,5,7.5,1.2,0.4,0.9,1.1,8.5,0.612,0.008,0.611,17,3.2,1.3,0.6,-0.3
Tyreke Evans,2018,1,12400000,101869000,0.1217249604884705,PG,28,MEM,52,7,15.6,0.452,2.2,5.5,0.399,3.2,4,0.785,0.8,4.3,5.1,5.2,1.1,0.3,2.3,19.4,0.561,0.354,0.258,28.4,3.1,1.2,4.9,-0.5
Joe Harris,2018,2,8000000,101869000,0.07853223257320677,SG,26,BRK,78,3.9,8,0.491,1.9,4.6,0.419,1.1,1.3,0.827,0.7,2.7,3.3,1.6,0.4,0.3,1.2,10.8,0.634,0.576,0.167,16.6,3,0.9,0.7,-0.6
Ersan İlyasova,2018,3,7000000,101869000,0.06871570350155592,PF,30,TOT,69,4,8.9,0.452,1.3,3.7,0.36,1.5,2,0.778,1.7,4.2,5.9,1.3,0.9,0.4,1,10.9,0.558,0.413,0.22,18.7,2.2,1.9,-0.2,-0.4
Brook Lopez,2018,1,3381999.9999999995,101869000,0.033199501320323156,C,29,LAL,74,5,10.7,0.465,1.5,4.4,0.345,1.5,2.1,0.703,1,3,4,1.7,0.4,1.3,1.3,13,0.557,0.41,0.199,23.5,1.9,1.9,0.7,0.2
Marco Belinelli,2018,2,6000000,101869000,0.058899174429905075,SG,31,TOT,80,4.2,9.6,0.441,1.9,4.9,0.377,1.9,2,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,12.1,0.581,0.517,0.213,20.7,2.4,1.3,0.4,-0.8
Rajon Rondo,2018,1,9000000,101869000,0.08834876164485761,PG,31,NOP,65,3.6,7.6,0.468,0.8,2.3,0.333,0.4,0.7,0.543,0.5,3.6,4,8.2,1.1,0.2,2.3,8.3,0.522,0.304,0.093,16.9,1.9,1.7,0,-0.4
Greg Monroe,2018,1,2165000,101869000,0.02125278544012408,C,27,TOT,51,4.3,7.6,0.565,0,0,NA,1.7,2.3,0.739,2.1,4.7,6.9,2.2,0.9,0.5,1.8,10.3,0.598,0,0.308,22.4,1.8,1.6,1.3,1
Shabazz Napier,2018,2,1894000.0000000002,101869000,0.018592506061706704,PG,26,POR,74,3,7.2,0.42,1.1,2.9,0.376,1.6,1.9,0.841,0.4,1.9,2.3,2,1.1,0.2,1.2,8.7,0.544,0.411,0.26,19.5,1.2,2,-0.7,1.4
Dāvis Bertāns,2018,2,7000000,101869000,0.06871570350155592,PF,25,SAS,77,2.1,4.8,0.44,1.2,3.3,0.373,0.5,0.6,0.816,0.2,1.8,2,1,0.3,0.4,0.5,5.9,0.588,0.689,0.134,17.4,1.6,1.4,1,0.6
James Ennis,2018,2,1733500,101869000,0.01701695314570674,SF,27,TOT,72,2.5,5.3,0.474,0.7,2.1,0.333,1.3,1.6,0.836,1,2.1,3.1,1,0.7,0.3,0.8,7.1,0.588,0.398,0.302,13.7,2,1.1,-1.1,-0.1
Rudy Gay,2018,1,10087000,101869000,0.09901932874574208,PF,31,SAS,57,4.4,9.4,0.471,0.6,2.1,0.314,2,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,11.5,0.545,0.22,0.27,24.6,1,2.1,0.2,0.6
Aron Baynes,2018,2,5323499.999999999,101869000,0.05225829251293327,C,31,BOS,81,2.6,5.5,0.471,0,0.3,0.143,0.7,1,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1,6,0.502,0.047,0.175,16.8,0.5,2.5,-3.6,0.7
Yogi Ferrell,2018,2,3074999.9999999995,101869000,0.030185826895326347,SG,24,DAL,82,3.8,8.9,0.426,1.6,4.4,0.373,1,1.3,0.796,0.3,2.7,3,2.5,0.8,0.1,1,10.2,0.54,0.492,0.141,17,1.5,1.5,-1.3,0
Aaron Gordon,2018,4,19000000,101869000,0.18651405236136606,PF,22,ORL,58,6.5,14.9,0.434,2,5.9,0.336,2.7,3.9,0.698,1.5,6.4,7.9,2.3,1,0.8,1.8,17.6,0.53,0.395,0.26,24.7,0.9,2,0.9,-0.6
Nemanja Bjelica,2018,3,6824999.999999999,101869000,0.066997810914017,PF,29,MIN,67,2.6,5.5,0.461,1.1,2.7,0.415,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,6.8,0.581,0.493,0.121,14.3,1.7,1.1,-0.1,0.2
Luc Mbah a Moute,2018,1,4321000,101869000,0.042417222118603305,PF,31,HOU,61,2.7,5.7,0.481,1,2.8,0.364,1.1,1.6,0.684,0.4,2.7,3,0.9,1.2,0.4,1.1,7.5,0.595,0.501,0.275,12.8,0.8,2.1,-1.6,1.4
Elfrid Payton,2018,1,3000000,101869000,0.029449587214952538,PG,23,TOT,63,5.2,10.6,0.493,0.5,1.5,0.326,1.7,2.7,0.649,1,3.3,4.3,6.2,1.3,0.3,2.7,12.7,0.538,0.138,0.252,21.9,1.4,1.4,0.1,-0.3
Rodney Hood,2018,1,3469999.9999999995,101869000,0.03406335587862843,SG,25,TOT,60,5.4,12.5,0.429,2.1,5.6,0.381,1.9,2.2,0.86,0.4,2.4,2.8,1.6,0.8,0.2,1.2,14.7,0.546,0.443,0.172,24.3,1.2,1.5,0.8,-0.9
Pat Connaughton,2018,2,1682000,101869000,0.01651140189851672,SG,25,POR,82,2,4.8,0.423,0.9,2.6,0.352,0.5,0.5,0.841,0.4,1.5,2,1.1,0.3,0.3,0.5,5.4,0.539,0.538,0.113,13.4,1.2,1.3,-1.7,-0.1
Mike Scott,2018,1,4321000,101869000,0.042417222118603305,PF,29,WAS,76,3.6,6.9,0.527,0.9,2.1,0.405,0.7,1,0.658,0.7,2.6,3.3,1.1,0.3,0.1,1,8.8,0.599,0.311,0.145,20,1.4,1,-0.6,-1.1
Michael Beasley,2018,1,3500000,101869000,0.03435785175077796,PF,29,NYK,74,5.5,10.9,0.507,0.5,1.2,0.395,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,13.2,0.556,0.107,0.197,26.9,0.9,1.5,0.6,-0.8
Dante Cunningham,2018,1,2487000,101869000,0.024413707801195655,SF,30,TOT,73,2.2,5,0.451,0.8,2.3,0.345,0.4,0.7,0.596,1.1,3,4.1,0.7,0.5,0.4,0.5,5.7,0.539,0.462,0.143,11.6,1.1,1.3,-1.5,-0.2
Mario Hezonja,2018,1,6500000,101869000,0.0638074389657305,SF,22,ORL,75,3.6,8.2,0.442,1.2,3.6,0.337,1.1,1.4,0.819,0.5,3.2,3.7,1.4,1.1,0.4,1.1,9.6,0.544,0.433,0.17,19.9,0.5,1.8,-0.9,0.4
Doug McDermott,2018,3,7333333.333333333,101869000,0.07198787985877286,SF,26,TOT,81,2.9,6.3,0.467,1.1,2.7,0.426,0.8,1,0.79,0.5,2,2.5,1,0.2,0.2,0.7,7.8,0.579,0.425,0.159,15,1.7,0.6,-1,-1.3
Bryn Forbes,2018,2,3000000,101869000,0.029449587214952538,SG,24,SAS,80,2.6,6.2,0.421,1.1,2.9,0.39,0.6,0.9,0.667,0.2,1.2,1.4,1,0.4,0,0.5,6.9,0.525,0.459,0.145,16.7,0.8,1.3,-2.5,-0.6
Marcus Smart,2018,4,13000000,101869000,0.127614877931461,SG,23,BOS,54,3.5,9.5,0.367,1.4,4.6,0.301,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,10.2,0.479,0.483,0.258,19.4,-0.6,2.5,-2.1,1
Lance Stephenson,2018,1,4449000.000000001,101869000,0.04367373783977462,SG,27,IND,82,3.7,8.6,0.427,0.8,2.8,0.289,1,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,9.2,0.495,0.327,0.179,21.6,-0.2,2,-1.5,-0.3
Tony Parker,2018,2,5000000,101869000,0.049082645358254226,PG,35,SAS,55,3.2,7.1,0.459,0.2,0.7,0.27,1,1.4,0.705,0.1,1.6,1.7,3.5,0.5,0,1.2,7.7,0.498,0.095,0.201,20.5,0.4,1.1,-2.3,-0.9
Jabari Parker,2018,2,20000000,101869000,0.1963305814330169,PF,22,MIL,31,5.2,10.7,0.482,1,2.6,0.383,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,12.6,0.55,0.244,0.163,24.4,0.6,0.6,0.9,-1.7
Raul Neto,2018,2,2150000,101869000,0.021105537504049317,PG,25,UTA,41,1.7,3.7,0.457,0.5,1.1,0.404,0.6,0.9,0.743,0.2,1,1.2,1.8,0.3,0.1,0.9,4.5,0.55,0.311,0.232,18.3,0.3,0.6,-1.6,0.2
Dante Exum,2018,3,9600000,101869000,0.09423867908784812,PG,22,UTA,14,3,6.2,0.483,0.4,1.3,0.278,1.8,2.2,0.806,0.3,1.6,1.9,3.1,0.6,0.2,1.4,8.1,0.566,0.207,0.356,23.1,0.3,0.3,-0.3,0.4
Glenn Robinson,2018,2,4177000.0000000005,101869000,0.04100364193228559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kornet,2018,1,1619000,101869000,0.01589296056700272,PF,22,NYK,20,2.5,6.3,0.392,1.4,4,0.354,0.4,0.6,0.727,0.6,2.7,3.2,1.3,0.3,0.8,0.6,6.7,0.516,0.632,0.088,19,0.2,0.3,0.4,-0.2
Troy Williams,2018,2,1579000,101869000,0.015500299404136685,SF,23,TOT,21,2.4,5.2,0.468,0.5,1.8,0.289,1,1.4,0.667,1,2,3,0.8,1,0.2,0.9,6.3,0.544,0.349,0.275,20.1,0.2,0.4,-1,0.5
Zach LaVine,2018,4,19500000,101869000,0.1914223168971915,SG,22,CHI,24,5.7,14.8,0.383,1.8,5.1,0.341,3.6,4.5,0.813,0.4,3.5,3.9,3,1,0.2,1.8,16.7,0.499,0.346,0.301,29.5,-0.1,0.5,-0.8,-1.5
Georges Niang,2018,3,1647333.3333333333,101869000,0.01617109555736616,PF,24,UTA,9,0.4,1.2,0.364,0,0.4,0,0.1,0.2,0.5,0.3,0.7,1,0.3,0.2,0,0.3,1,0.379,0.364,0.182,20.9,-0.1,0.1,-4.9,0.9
Avery Bradley,2018,2,12479999.999999998,101869000,0.12251028281420254,SG,27,TOT,46,5.6,13.6,0.414,1.6,4.4,0.369,1.4,1.8,0.768,0.5,2,2.5,2,1.1,0.2,2.2,14.3,0.496,0.325,0.131,23.5,-1.4,1.2,-3,-1
Seth Curry,2018,1,2795000,101869000,0.027437198755264115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Durant,2019,4,41062500,109140000,0.376236943375481,SF,30,GSW,78,9.2,17.7,0.521,1.8,5,0.353,5.7,6.5,0.885,0.4,5.9,6.4,5.9,0.7,1.1,2.9,26,0.631,0.281,0.366,29,8.6,2.9,5.4,0.1
Nikola Vučević,2019,4,25000000,109140000,0.22906358805204324,C,28,ORL,80,8.8,16.9,0.518,1.1,2.9,0.364,2.2,2.8,0.789,2.8,9.2,12,3.8,1,1.1,2,20.8,0.573,0.171,0.168,28,5.4,4.7,5,1.7
Kawhi Leonard,2019,3,34376666.666666664,109140000,0.31497770447742957,SF,27,TOR,60,9.3,18.8,0.496,1.9,5,0.371,6.1,7.1,0.854,1.3,6,7.3,3.3,1.8,0.4,2,26.6,0.606,0.267,0.377,30.3,6.1,3.4,6.1,1.1
Kyrie Irving,2019,4,34122500,109140000,0.31264889133223384,PG,26,BOS,67,9,18.5,0.487,2.6,6.5,0.401,3.2,3.7,0.873,1.1,3.9,5,6.9,1.5,0.5,2.6,23.8,0.592,0.35,0.197,29.6,6.2,2.9,6,1.1
Jimmy Butler,2019,4,35197500,109140000,0.3224986256184717,SF-SG,29,TOT,65,6.4,13.9,0.462,1,3,0.347,4.8,5.6,0.855,1.9,3.4,5.3,4,1.9,0.6,1.5,18.7,0.571,0.213,0.404,22.3,5.4,2.5,2.8,0.9
Al Horford,2019,4,27250000,109140000,0.24967931097672713,C,32,BOS,68,5.7,10.6,0.535,1.1,3,0.36,1.1,1.4,0.821,1.8,5,6.7,4.2,0.9,1.3,1.5,13.6,0.605,0.281,0.131,18.9,4.5,2.9,3.3,1.9
Kemba Walker,2019,4,35197500,109140000,0.3224986256184717,PG,28,CHO,82,8.9,20.5,0.434,3.2,8.9,0.356,4.6,5.5,0.844,0.6,3.8,4.4,5.9,1.2,0.4,2.6,25.6,0.558,0.434,0.267,31.5,5.5,1.9,5.2,-1
Tobias Harris,2019,5,36000000,109140000,0.32985156679494226,PF,26,TOT,82,7.5,15.3,0.487,1.9,4.8,0.397,3.2,3.7,0.866,0.8,7,7.9,2.8,0.6,0.5,1.8,20,0.592,0.313,0.245,22.8,4.5,2.6,2.1,-0.5
DeAndre Jordan,2019,4,9990000,109140000,0.09153380978559648,C,30,TOT,69,4.1,6.5,0.641,0,0,NA,2.7,3.8,0.705,3.3,9.8,13.1,2.3,0.6,1.1,2.2,11,0.674,0,0.592,15,4,3.1,0.8,1.3
Thaddeus Young,2019,3,14543333.333333334,109140000,0.13325392462280863,PF,30,IND,81,5.5,10.4,0.527,0.6,1.8,0.349,1.1,1.7,0.644,2.4,4.1,6.5,2.5,1.5,0.4,1.5,12.6,0.569,0.174,0.161,18,3,3.9,0.4,1.1
Bojan Bogdanović,2019,4,18275000,109140000,0.1674454828660436,SF,29,IND,81,6.4,13,0.497,2,4.8,0.425,3,3.8,0.807,0.4,3.7,4.1,2,0.9,0,1.7,18,0.613,0.367,0.29,22.4,3.9,2.8,1.3,-0.6
Brook Lopez,2019,4,13000000,109140000,0.11911306578706249,C,30,MIL,81,4.4,9.7,0.452,2.3,6.3,0.365,1.4,1.6,0.842,0.4,4.5,4.9,1.2,0.6,2.2,1,12.5,0.597,0.651,0.169,16.7,2.3,4.3,0.4,1.8
Malcolm Brogdon,2019,4,21250000,109140000,0.19470404984423675,SG,26,MIL,64,5.9,11.7,0.505,1.6,3.8,0.426,2.2,2.4,0.928,1,3.5,4.5,3.2,0.7,0.2,1.4,15.6,0.614,0.326,0.203,20.7,4.2,2.3,2,0.1
Khris Middleton,2019,5,35500000,109140000,0.3252702950339014,SF,27,MIL,77,6.6,14.9,0.441,2.3,6.2,0.378,2.8,3.4,0.837,0.6,5.3,6,4.3,1,0.1,2.3,18.3,0.558,0.413,0.225,25.1,2.5,3.6,0.7,0.1
Julius Randle,2019,3,20700000,109140000,0.1896646509070918,PF,24,NOP,73,7.8,14.9,0.524,0.9,2.7,0.344,4.9,6.7,0.731,2.2,6.5,8.7,3.1,0.7,0.6,2.8,21.4,0.6,0.179,0.447,27.8,4.2,1.9,2.1,-0.6
Kevon Looney,2019,3,5000000,109140000,0.04581271761040865,C,22,GSW,80,2.7,4.3,0.625,0,0.1,0.1,0.8,1.3,0.619,2.4,2.8,5.2,1.5,0.6,0.7,0.6,6.3,0.636,0.029,0.303,12.8,4.2,1.8,0.1,0.4
Danny Green,2019,2,15000000,109140000,0.13743815283122596,SG,31,TOR,80,3.7,7.9,0.465,2.5,5.4,0.455,0.5,0.6,0.841,0.8,3.2,4,1.6,0.9,0.7,0.9,10.3,0.632,0.69,0.07,14.1,3,2.9,1.1,0.8
JaVale McGee,2019,2,4099999.9999999995,109140000,0.037566428440535087,C,31,LAL,75,5.3,8.5,0.624,0,0.2,0.083,1.3,2,0.632,2.6,4.9,7.5,0.7,0.6,2,1.4,12,0.634,0.019,0.237,20.2,3,2.9,0.3,1.2
J.J. Redick,2019,2,13250000,109140000,0.12140370166758292,SG,34,PHI,76,5.9,13.5,0.44,3.2,8,0.397,3,3.4,0.894,0.3,2.2,2.4,2.7,0.4,0.2,1.3,18.1,0.602,0.589,0.248,21.9,4.6,1.2,2.2,-2
Al-Farouq Aminu,2019,3,9720000,109140000,0.08905992303463442,PF,28,POR,81,3.2,7.3,0.433,1.2,3.5,0.343,1.9,2.1,0.867,1.4,6.1,7.5,1.3,0.8,0.4,0.9,9.4,0.568,0.472,0.292,13.7,3,2.8,0.1,0.6
Ed Davis,2019,2,4885000,109140000,0.04475902510536925,C,29,BRK,81,2.3,3.7,0.616,0,0,0,1.2,2,0.617,2.7,5.9,8.6,0.8,0.4,0.4,0.8,5.8,0.632,0.007,0.536,12.7,3.3,2.5,-0.6,0.7
Thomas Bryant,2019,3,8333333.333333334,109140000,0.07635452935068109,C,21,WAS,72,4.3,7,0.616,0.5,1.4,0.333,1.5,1.9,0.781,1.6,4.7,6.3,1.3,0.3,0.9,0.8,10.5,0.674,0.197,0.273,17.6,4.3,1.3,2.3,-0.3
Enes Kanter,2019,2,4885000,109140000,0.04475902510536925,C,26,TOT,67,5.6,10.2,0.549,0.1,0.5,0.294,2.3,2.9,0.787,3.8,6,9.8,1.7,0.5,0.4,1.8,13.7,0.594,0.05,0.288,23.1,3.9,1.6,2.5,-1.5
Jeremy Lamb,2019,3,10500000,109140000,0.09620670698185817,SG,26,CHO,79,5.5,12.4,0.44,1.5,4.2,0.348,2.9,3.3,0.888,0.8,4.7,5.5,2.2,1.1,0.4,1,15.3,0.552,0.337,0.266,22.5,3.3,2,1.2,0
Klay Thompson,2019,5,37980000.00000001,109140000,0.34799340296866416,SG,28,GSW,78,8.4,18,0.467,3.1,7.7,0.402,1.7,2,0.816,0.5,3.4,3.8,2.4,1.1,0.6,1.5,21.5,0.571,0.427,0.113,25.6,2.9,2.3,1.1,-1.4
Taj Gibson,2019,2,10000000,109140000,0.0916254352208173,PF,33,MIN,70,4.3,7.7,0.566,0.2,0.5,0.324,1.9,2.5,0.757,2.5,4.1,6.5,1.2,0.8,0.6,1,10.8,0.612,0.063,0.33,17.2,3.7,1.4,0.3,-0.4
D'Angelo Russell,2019,4,29330000,109140000,0.2687374015026571,PG,22,BRK,81,8.1,18.7,0.434,2.9,7.8,0.369,2,2.5,0.78,0.7,3.2,3.9,7,1.2,0.2,3.1,21.1,0.533,0.419,0.135,31.9,2.4,2.6,4,-0.6
Patrick Beverley,2019,3,13333333.333333334,109140000,0.12216724696108974,PG,30,LAC,78,2.5,6.1,0.407,1.4,3.6,0.397,1.2,1.6,0.78,1,4,5,3.8,0.9,0.6,1.1,7.6,0.561,0.591,0.258,12.2,2.8,2,-0.3,1.2
Tomáš Satoranský,2019,3,10000000,109140000,0.0916254352208173,PG,27,WAS,80,3.2,6.6,0.485,0.8,2,0.395,1.6,2,0.819,1,2.5,3.5,5,1,0.2,1.5,8.9,0.59,0.306,0.302,14.1,3.8,0.9,-0.4,-0.3
Marcus Morris,2019,1,15000000,109140000,0.13743815283122596,PF,29,BOS,75,5,11.3,0.447,1.9,5.2,0.375,1.9,2.3,0.844,1,5.1,6.1,1.5,0.6,0.3,1.2,13.9,0.568,0.461,0.205,20.9,2.1,2.5,-0.2,-0.7
Rudy Gay,2019,2,16000000,109140000,0.1466006963533077,PF,32,SAS,69,5.4,10.8,0.504,1.1,2.7,0.402,1.7,2.1,0.816,0.9,5.9,6.8,2.6,0.8,0.5,1.7,13.7,0.583,0.247,0.197,22.1,2.2,2.2,0.8,0.6
Richaun Holmes,2019,2,4885000,109140000,0.04475902510536925,C,25,PHO,70,3.2,5.2,0.608,0,0,NA,1.8,2.5,0.731,1.6,3.1,4.7,0.9,0.6,1.1,0.7,8.2,0.647,0,0.479,17.9,3.1,1.1,0.1,0.5
Nerlens Noel,2019,1,2020000,109140000,0.018508337914605093,C,24,OKC,77,2.1,3.6,0.587,0,0,NA,0.7,1,0.684,1.6,2.6,4.2,0.6,0.9,1.2,0.6,4.9,0.608,0,0.286,13.8,1.9,2.5,-1.2,3.3
Terrence Ross,2019,4,13500000,109140000,0.12369433754810336,SG,27,ORL,81,5.4,12.7,0.428,2.7,7,0.383,1.6,1.8,0.875,0.3,3.1,3.5,1.7,0.9,0.4,1.1,15.1,0.561,0.551,0.14,23.9,1.7,2.6,1.1,-0.3
Delon Wright,2019,3,9350000,109140000,0.08566978193146417,PG,26,TOT,75,3.2,7.4,0.434,0.7,2.2,0.298,1.6,2,0.793,0.9,2.6,3.5,3.3,1.2,0.4,1,8.7,0.523,0.301,0.269,18.1,1.9,2.4,0.1,1.4
Jonas Valančiūnas,2019,3,15000000,109140000,0.13743815283122596,C,26,TOT,49,6.1,11,0.559,0.3,1,0.292,3,3.8,0.795,2.2,6.4,8.6,1.4,0.4,1.1,1.8,15.6,0.616,0.089,0.344,28.5,2.2,1.9,2.2,0.4
Kentavious Caldwell-Pope,2019,2,8289999.999999999,109140000,0.07595748579805753,SG,25,LAL,82,4,9.2,0.43,1.8,5.3,0.347,1.7,1.9,0.867,0.6,2.3,2.9,1.3,0.9,0.2,0.8,11.4,0.568,0.575,0.209,18.1,2.3,1.8,-0.3,-0.1
Dewayne Dedmon,2019,3,13333333.333333334,109140000,0.12216724696108974,C,29,ATL,64,4,8.2,0.492,1.3,3.4,0.382,1.4,1.8,0.814,1.6,5.9,7.5,1.4,1.1,1.1,1.3,10.8,0.602,0.413,0.215,16.7,2.1,1.9,-0.3,0.8
Ryan Arcidiacono,2019,3,3000000,109140000,0.02748763056624519,PG,24,CHI,81,2.3,5.2,0.447,1,2.7,0.373,1.1,1.3,0.873,0.3,2.4,2.7,3.3,0.8,0,0.8,6.7,0.588,0.519,0.244,11.7,2.8,0.9,-2,0.1
Ricky Rubio,2019,3,17000000,109140000,0.1557632398753894,PG,28,UTA,68,4.3,10.7,0.404,1.2,3.7,0.311,2.9,3.4,0.855,0.5,3.1,3.6,6.1,1.3,0.1,2.6,12.7,0.52,0.348,0.312,22.7,0.9,2.8,-1,0.8
Harrison Barnes,2019,4,21250000,109140000,0.19470404984423675,PF-SF,26,TOT,77,5.6,13.3,0.42,2.3,5.7,0.395,3,3.6,0.824,0.7,3.9,4.7,1.5,0.6,0.2,1.3,16.4,0.55,0.429,0.271,20.9,2,1.6,-0.2,-1.2
Jeff Green,2019,1,2560000,109140000,0.02345611141652923,PF,32,WAS,77,4.2,8.9,0.475,1.4,4.2,0.347,2.4,2.7,0.888,0.7,3.3,4,1.8,0.6,0.5,1.3,12.3,0.608,0.466,0.3,17.8,2.8,0.8,0,-1.4
Cory Joseph,2019,3,12400000,109140000,0.11361553967381345,PG,27,IND,82,2.8,6.7,0.412,0.7,2.1,0.322,0.4,0.5,0.698,0.5,2.9,3.4,3.9,1.1,0.3,1,6.5,0.474,0.312,0.078,13.7,0.5,2.9,-2.1,1.7
Maxi Kleber,2019,4,8975000,109140000,0.08223382811068353,PF,27,DAL,71,2.5,5.4,0.453,1.1,3.1,0.353,0.8,1,0.784,1.3,3.4,4.6,1,0.5,1.1,0.8,6.8,0.579,0.565,0.192,13.5,1.6,1.8,-0.8,1.2
Daniel Theis,2019,2,5000000,109140000,0.04581271761040865,C,26,BOS,66,2.2,4,0.549,0.4,1,0.388,0.8,1.2,0.737,1.3,2.1,3.4,1,0.3,0.6,0.5,5.7,0.624,0.252,0.286,15.8,2.3,1.3,-0.8,0.9
Dorian Finney-Smith,2019,3,4000000,109140000,0.03665017408832692,SF,25,DAL,81,2.8,6.5,0.432,1,3.1,0.311,0.9,1.3,0.709,1.7,3.1,4.8,1.2,0.9,0.4,0.9,7.5,0.53,0.481,0.195,14,1.2,2,-1.8,0.4
Terry Rozier,2019,3,18900000.000000004,109140000,0.17317207256734474,PG,24,BOS,79,3.3,8.4,0.387,1.5,4.3,0.353,0.9,1.2,0.785,0.4,3.5,3.9,2.9,0.9,0.3,0.9,9,0.501,0.506,0.14,18.6,0.9,2.3,-0.7,0.5
Noah Vonleh,2019,1,2000000,109140000,0.01832508704416346,PF,23,NYK,68,3,6.5,0.47,0.7,2,0.336,1.6,2.3,0.712,1.7,6.1,7.8,1.9,0.7,0.8,1.3,8.4,0.561,0.311,0.355,14.8,1.5,1.7,-1.2,0.5
Ivica Zubac,2019,4,7127500,109140000,0.06530602895363753,C,21,TOT,59,3.6,6.4,0.559,0,0,NA,1.7,2.1,0.802,1.9,4.2,6.1,1.1,0.2,0.9,1.2,8.9,0.604,0,0.332,20.3,1.9,1.3,-0.2,-0.2
Reggie Bullock,2019,2,4099999.9999999995,109140000,0.037566428440535087,SG,27,TOT,63,3.9,9.4,0.412,2.3,6.2,0.377,1.2,1.3,0.859,0.3,2.4,2.7,2,0.6,0.2,1,11.3,0.563,0.662,0.143,15.8,1.6,1.4,-0.7,-0.4
